lat;long;featured
46.2199884;7.0046692;A
46.3421262;7.0047044;A
46.3421262;7.0047044;A
46.214941;7.0047948;A
46.214941;7.0047948;A
46.214941;7.0047948;A
46.214941;7.0047948;A
46.214941;7.0047948;A
46.214941;7.0047948;A
46.214941;7.0047948;A
46.214941;7.0047948;A
46.214941;7.0047948;A
47.2131207;7.0049082;A
46.223166033117;7.004966461377;A
46.3640536;7.0051861;A
46.2218064;7.0052546;A
46.3644496;7.0052782;A
47.15417934471;7.0053239523008;A
46.4652387;7.0055877;A
46.2076433;7.0057208;A
46.2076433;7.0057208;A
46.2211439;7.005745;A
46.2183127;7.005843;A
46.2182498;7.0060312;A
46.33926;7.006049;A
46.220820391136;7.0060822603272;A
46.3391700823;7.00618172803;B
46.1076431;7.006346;A
47.4858093;7.0066815;B
47.4858093;7.0066815;A
46.107770193715;7.0067115473935;A
46.2189188;7.0067195;A
46.364577532297;7.0070434761353;A
46.2711407;7.0071339;A
46.364598635493;7.0071634413086;A
47.011808667643;7.0071685630127;B
46.3206186;7.0071849;A
46.341024951816;7.0071864888855;A
46.2808933;7.0074455;A
46.2808933;7.0074455;A
46.206922633928;7.0074555513428;A
46.11118;7.00749;A
46.11118;7.00749;A
46.11118;7.00749;A
46.11118;7.00749;A
46.11118;7.00749;A
46.7602057;7.0077527;A
46.2597548;7.007847;A
46.2597548;7.007847;A
46.2597548;7.007847;A
46.344443;7.008369;A
46.345590630207;7.0083922034271;A
47.468523;7.0084042;A
47.468523;7.0084042;A
47.468523;7.0084042;A
47.468523;7.0084042;A
47.468523;7.0084042;A
46.2178288099;7.00851770611;B
46.2908474;7.0087873;B
46.882022971264;7.0089817733642;A
46.926736781519;7.0090676040527;A
46.1097444693;7.0095713942;B
46.7683395;7.0097587;B
46.7540458;7.0101938;A
46.9262789;7.0104071;A
46.7622113;7.0105621;A
46.2211386;7.0106669;A
46.883469828412;7.011186526706;A
46.7536781;7.0113786;A
46.7615941;7.0114124;A
46.7615941;7.0114124;A
47.499630008165;7.0115410962646;B
46.1123141;7.0116768;A
46.1122578;7.0116922;A
46.1125455;7.0117235;A
46.1125455;7.0117235;A
46.1125455;7.0117235;A
46.1125455;7.0117235;A
47.499311079899;7.0117556729858;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;B
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;B
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;B
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;B
46.3435634;7.012033;A
46.3435634;7.012033;A
46.3435634;7.012033;A
47.0566208;7.012101;A
47.499108124539;7.012141911084;A
46.7609371;7.012167;A
46.115913;7.0123946;A
46.115913;7.0123946;A
46.3413491;7.0123955;B
46.3413491;7.0123955;A
47.499369067;7.0124852338379;A
46.3413471;7.0124989999999;A
46.3413471;7.0124989999999;A
47.502622969142;7.0125427190439;A
47.498865745626;7.0125770857014;A
47.502754745759;7.0126561598752;A
46.29103;7.012692;A
46.3635073;7.0128537;A
46.2766948;7.0128629;A
46.918188790119;7.0129251480103;A
46.275202;7.0129784;A
46.115104;7.0132685;A
47.499059933669;7.0133113542145;B
47.4959640284;7.01335426956;B
46.2904698;7.0135073;A
47.500180879697;7.0135152020996;A
46.343896;7.013569;A
46.2905151;7.0136108;A
47.500209872775;7.0136439481323;A
46.3156149;7.0142361;A
46.2499847;7.0142664;A
46.2499847;7.0142664;A
46.2499847;7.0142664;A
46.7604568;7.0143488;A
46.7537503;7.0144214;A
46.2207033;7.0144817;A
46.2207033;7.0144817;B
46.1166089;7.014569;A
46.3434448964;7.01460792065;B
46.471996857717;7.0146868624878;B
46.220733752613;7.014698962725;A
46.7545701;7.0147202;A
46.7546172;7.0147429;B
46.6057445;7.014875;A
47.49595860733;7.0149555923431;A
46.7538366;7.015406;A
47.4992448;7.0155983;A
46.2836413;7.0157147;A
46.2836413;7.0157147;A
47.4960637;7.0157468;A
47.4960637;7.0157468;A
47.4960637;7.0157468;A
47.4960637;7.0157468;A
47.4960637;7.0157468;A
47.4960637;7.0157468;A
47.500101973414;7.0157592388659;A
46.7856468;7.0157786;A
46.533615943028;7.0157805071045;A
46.218745;7.015932;A
46.7555301;7.0160209;A
47.502065396492;7.0161330380981;B
46.203700690131;7.0163069986725;A
47.4851;7.01634;A
47.177393346525;7.0165117956177;A
46.6061984;7.016579;A
46.766671;7.016668;A
46.205379;7.0167316;A
46.71437;7.0170399999999;A
46.9165357;7.017079;A
46.5487879;7.0171018;A
46.2192914;7.0172268;A
46.5974921;7.0172974;A
46.320579648777;7.0173424467502;A
46.270068205269;7.0174290559586;A
47.495945268448;7.017436347528;A
46.886717;7.0175851;B
46.9560096;7.0179863;A
46.9560096;7.0179863;A
46.2180985;7.0181691;A
46.2180985;7.0181691;A
46.917910316083;7.0182037353516;A
46.917910316083;7.0182037353516;A
46.6499973;7.0182772;B
46.917881002942;7.01828956604;A
46.32035614182;7.018336052948;A
46.320341322602;7.018336052948;A
46.5472917;7.0184824;A
46.767960826629;7.0186192695313;A
46.6169142;7.0187905;A
46.616915362379;7.0188060576721;A
46.933314658856;7.0188985979004;A
47.119672219946;7.0193148976746;A
46.3411848;7.0193211;A
47.0161481;7.0194205;A
47.004742367316;7.0195780752686;A
46.920186933356;7.0196380806732;A
47.1601992;7.0196856;A
47.1601992;7.0196856;A
47.004888663841;7.0198009790985;A
47.004910612974;7.0198063435165;A
47.004928903911;7.019889491996;A
47.004866714699;7.0199136318771;A
47.004756968855;7.0199189962952;A
47.004852081933;7.0199243607132;A
47.004961827582;7.0199297251312;A
47.004811841805;7.0199324073402;A
47.00490878388;7.0199391128628;A
46.119686;7.0199612;A
47.004819158194;7.0199645938484;A
47.004816360752;7.0200144198253;A
47.004797209024;7.0200155558197;A
47.004782576239;7.0200155558197;A
47.004756968855;7.0200262846558;A
47.004788520808;7.0200286315886;A
47.004794008103;7.0200293021409;A
47.00480086722;7.0200303079693;A
47.004803367499;7.0200415514589;B
47.004803254996;7.0200444204288;A
47.004762456153;7.0200490834324;A
47.00481389954;7.0200571300594;A
47.004819118126;7.0200598239899;A
47.004796905275;7.0200679605677;A
46.1174438;7.0200725;A
47.004787439486;7.0200949188174;A
47.004716728656;7.0200987042992;A
47.004784405337;7.0201040687172;A
47.004793550828;7.0201040687172;A
47.00480086722;7.0201121153442;A
47.004753310657;7.0201174797623;A
47.004859398317;7.0201335730164;A
46.9181418;7.0201724999999;A
46.918837979369;7.0201724999999;A
46.9181418;7.0201724999999;A
46.9181418;7.0201725;B
47.004639906373;7.0202408613769;A
47.004416715237;7.020263671875;A
47.004887003879;7.0202674967661;A
46.1200423;7.0202919;A
46.1200835;7.0202955;A
46.1200551;7.0202955;A
46.1200551;7.0202955;A
46.1200551;7.0202955;B
46.1200551;7.0202955;A
46.1200551;7.0202955;A
46.1200551;7.0202955;A
46.1200551;7.0202955;A
46.1200551;7.0202955;A
46.120084846744;7.0203169576721;A
46.9180764359;7.02033545502;B
47.004918198846;7.0204552021264;A
46.120296801217;7.0204913281723;B
47.004639906373;7.0204983534424;A
47.004756968855;7.0205412687866;A
46.121418;7.0205476;A
46.121418;7.0205476;A
47.004664421093;7.0205482352164;A
46.1214834;7.0205979;A
46.1214834;7.0205979;A
46.1214834;7.0205979;A
46.1204324;7.0206187;A
46.1205161;7.0206719;A
46.3428965;7.0206771000001;A
46.120464630211;7.0206798931728;A
46.120456455716;7.0206805729059;A
46.91997;7.0207938;A
46.6172941;7.0208255;A
46.6172941;7.0208255;A
46.119742758213;7.0209499589996;A
46.121600092474;7.0210432904643;A
46.121612;7.0210489999999;A
46.3431918;7.0213038;A
46.121357;7.0213549;A
46.9201887;7.0218049;A
47.004859429573;7.0218096731689;A
46.880863689543;7.0218776026619;B
46.918182625837;7.0218882751465;A
46.91951;7.02191;A
46.3201809;7.021918;A
46.3201809;7.021918;B
46.3201809;7.021918;A
46.3201809;7.021918;B
46.3201809;7.021918;A
46.3201809;7.021918;A
46.3201809;7.021918;A
46.3201809;7.021918;A
46.3201809;7.021918;A
46.3201809;7.021918;A
46.3201809;7.021918;A
46.384343371718;7.0219506745911;A
46.920083057846;7.0219870355269;A
46.918325596194;7.0220198822784;A
46.7397384;7.0221248;A
46.7397384;7.0221248;A
46.918245507375;7.022271200525;A
46.9185674271;7.02227737434;B
46.91829628328;7.022277374344;A
46.91829628328;7.022277374344;A
46.91829628328;7.022277374344;A
46.91829628328;7.022277374344;A
46.9179078857;7.02229883202;B
46.9141715678;7.0223252298154;B
46.918069107658;7.0223417473602;A
46.9183635;7.0223447;A
46.91698694445;7.0223450660706;A
46.915922222277;7.0223777760242;A
46.918750959223;7.0223785058372;B
46.920249151331;7.0224032592773;A
46.918662693546;7.022491951065;A
46.917778406824;7.0224952697754;B
46.248871;7.0225079;A
46.9188261978;7.0225561535867;A
46.918955229741;7.0225757592773;A
46.918772616137;7.0225885105896;A
46.918853225893;7.0225992394256;A
46.918831241426;7.0225992394256;A
46.918750631636;7.0225992394256;A
46.9188678822;7.0225992394256;A
46.918950922185;7.022602558136;B
46.918950922185;7.022602558136;A
46.918950922185;7.022602558136;A
46.9189478;7.0226095;A
46.9189478;7.0226095;A
46.918750631636;7.0226099682617;A
46.918831241426;7.0226099682617;A
46.918941163671;7.0226099682617;A
46.918912724899;7.0226181239959;A
46.918844939493;7.022618124;A
46.919026993752;7.0226198593595;A
46.918921680329;7.0226244565086;A
46.9187286471;7.02263142593;B
46.91895582;7.02263142593;B
46.917412504561;7.0226416091309;A
46.918889866652;7.0226421547699;A
46.1263593;7.0226552;A
46.918906953322;7.0226669311523;A
46.917837033201;7.0226669311523;A
46.918906953322;7.0226669311523;B
46.5566673;7.022687;A
46.918955819954;7.0226957989502;A
46.916632749166;7.0227065277863;A
46.918860554047;7.0227387142944;A
46.918860554047;7.0227387142944;A
46.2508871;7.0227778;A
46.920583558551;7.0227895375732;A
46.917211694211;7.0228567314912;A
46.917738376625;7.0228648872253;A
46.9176220818;7.02286746033;B
46.917160395535;7.0228996468353;A
46.2780907;7.0229065;A
46.917116425203;7.0229103756715;A
46.917277649578;7.0229211045074;A
46.918352354038;7.0229266597882;A
46.9169762273;7.02297217559;B
46.914164264736;7.0229991589996;A
46.914260706793;7.0230531692505;A
46.920695505334;7.0231136779175;A
46.1182215;7.0231281;A
46.1182215;7.0231281;A
46.2760317;7.0231947;A
46.916807133246;7.0232124031087;A
46.914390194133;7.0232644272613;A
46.914641802116;7.0233106613159;B
46.194246574799;7.0234279534424;A
46.923506401737;7.0235219193268;A
46.923711571842;7.0235433769989;A
46.916107528102;7.0235681533813;A
46.914685774479;7.0236110687256;A
46.914685774479;7.0236110687256;B
46.914654029008;7.0236292076873;A
46.914676015189;7.0236506653595;A
46.914668686463;7.0236506653595;A
46.91708071534;7.0238293318301;A
46.915846715542;7.0239168059504;B
46.917523080046;7.0240219916516;A
46.917569825307;7.0241523475524;B
46.917519364477;7.0242929201979;A
46.1276321;7.0244926;A
46.1881631;7.024835;A
46.0709036;7.0249443;A
46.91570857446;7.0251982104328;A
46.291190691579;7.0252358306885;A
46.921880584255;7.025461017752;A
46.276976;7.0255719;A
46.276976;7.0255719;A
46.921771814064;7.025574162735;A
46.277432899851;7.0257581276765;B
46.9152863;7.025766;A
46.9152863;7.025766;A
46.9152863;7.025766;A
46.9152863;7.025766;A
46.921808820886;7.0257997512817;A
46.921794165384;7.0258212089539;A
46.921750198855;7.025842666626;A
46.921750198855;7.025842666626;A
46.921750198855;7.025842666626;A
46.921750198855;7.025842666626;A
46.921750198855;7.025842666626;A
46.921750198855;7.025842666626;A
46.194965842364;7.0258834984863;A
46.926221086964;7.0258860679579;B
46.9221044;7.0259351;A
47.0485097;7.0260232;A
47.0485097;7.0260232;A
47.0485097;7.0260232;B
47.0485097;7.0260232;B
46.6491474;7.0267965;A
46.0229128;7.0268583;A
46.925227621157;7.0270887116776;A
46.2917558;7.0273979;A
46.2917558;7.0273979;A
46.345363509589;7.0274210185242;A
46.914303540432;7.0276255729073;A
46.914348652108;7.027645111084;A
46.914348652108;7.027645111084;A
46.914348652108;7.027645111084;A
46.914363309647;7.027645111084;A
46.914363309647;7.027645111084;A
46.914363309647;7.027645111084;A
46.1439448;7.0278262;B
46.1439448;7.0278262;B
46.949500555601;7.0278596878052;A
46.949500555601;7.0278596878052;A
46.3029188;7.0281679;A
47.2436168;7.0283398;A
47.2436168;7.0283398;A
47.2436168;7.0283398;A
46.925383;7.0285782;A
46.923355498439;7.0287274864642;A
46.146195767246;7.0291783936196;A
46.0072;7.02935;A
46.26098;7.02936;A
46.2579239;7.0295334;A
46.0772254;7.029883;A
47.479625365814;7.0299025208311;A
46.146782123124;7.0299769628906;A
46.920255315375;7.0305633544922;A
46.1443808;7.0306526;A
46.0011949;7.0308208;A
46.25898336916;7.0308531805481;A
46.198667142368;7.0310684805481;A
46.145506;7.0311679;A
46.8014188;7.0315369;A
47.0104636;7.032011;A
47.413614121975;7.0323098118524;B
46.2898648;7.0324318;A
46.919739335008;7.0325643056487;A
46.143821;7.0328759;A
47.0286782;7.0330802;B
47.0286782;7.0330802;A
46.3012379;7.0331123999999;A
46.920065431484;7.0331302517509;A
46.483332;7.033329;A
46.483332;7.033329;B
46.1274447;7.0336105;A
46.1274447;7.0336105;A
46.1274447;7.0336105;A
46.1274355;7.0336172;A
46.3001732;7.033642;A
47.496703406234;7.0339294949119;A
46.917079783231;7.0339610768127;A
46.912763183702;7.0340039921569;A
46.912865789423;7.0340898228454;A
46.91496183472;7.0345297051239;A
46.4970181;7.0347558;A
46.8866983;7.0348033;A
46.91474440424;7.034854888916;B
46.924545447579;7.0349202846253;A
47.13794931785;7.0349324402923;A
46.914685774479;7.0349407196045;A
46.914685774479;7.0349407196045;A
47.0507006;7.0350214;A
46.0089;7.03504;A
46.4959316;7.035311;A
46.1388219;7.0355072;A
46.1388219;7.0355072;A
47.0506556;7.03555;A
46.1387202;7.0356331;A
47.138226646274;7.0356405434723;A
47.138518569368;7.0356405434723;A
46.877608795806;7.0358195872498;A
46.1337744;7.0358234;A
46.1337744;7.0358234;A
46.20894;7.03656;A
46.30154921137;7.0368889502929;A
46.5652971;7.0368914;A
46.8556986;7.0369472;A
46.6894206;7.0371882;B
46.92550239354;7.0372328261719;A
47.050861;7.0373624;A
47.050861;7.0373624;A
46.924494155924;7.0375059341156;A
46.498010124369;7.0375366206543;A
46.7746447;7.0377559;B
46.5014734;7.0379663;A
46.5014734;7.0379663;A
46.5014734;7.0379663;A
46.5014734;7.0379663;A
46.5014734;7.0379663;A
46.5014734;7.0379663;A
46.5014734;7.0379663;A
46.5014734;7.0379663;A
46.5014734;7.0379663;B
46.5014734;7.0379663;A
46.930015272225;7.0382452011108;A
46.68791;7.0382958;A
46.2180523;7.0383785;A
44.0898589;7.038412;A
47.2361791;7.0384498;A
46.2409769;7.0385671;A
46.2409769;7.0385671;A
46.138456444058;7.0385814894104;A
46.1266067;7.0388521;A
46.5690793;7.0388598;A
46.134348994597;7.0389959144928;A
46.9317551;7.0390187;B
46.9317551;7.0390187;A
46.7748068;7.0390558;A
46.8792148725;7.03933864548;B
47.001446156502;7.0394039154053;B
46.13465;7.03959;A
46.13465;7.03959;A
46.13465;7.03959;A
46.13465;7.03959;A
46.13465;7.03959;A
46.8810555679;7.03959613754;B
46.7756894;7.0396229;A
46.881866995794;7.0396608396729;A
46.8158103;7.0396943000001;A
46.7757167;7.0397091;A
46.7757279;7.0397446;A
46.61344664617;7.0398740167968;A
46.876639001678;7.0400630098056;A
46.1290114;7.0400941;A
46.1290114;7.0400941;A
46.1290114;7.0400941;A
46.1290114;7.0400941;A
46.1286978;7.0401764;A
46.098446;7.040184;A
46.128819953716;7.0402412219735;B
46.880094894102;7.0402827830505;A
46.1338745;7.0403295;A
46.8799523;7.0403448;B
46.1318403;7.0403723;A
46.879904223975;7.0404115290833;A
46.8800298;7.0404199;A
46.8800298;7.0404199;A
46.8800298;7.0404199;B
46.8801645;7.0404247;A
46.9307733548;7.04043490636;B
46.88010123919;7.0406229599443;A
46.880157;7.0407369846905;A
46.8799821;7.0408847;A
46.8799821;7.0408847;B
46.8799821;7.0408847;A
46.8799821;7.0408847;A
46.0918496;7.0410237;A
46.0964758;7.041082;A
46.0964758;7.041082;A
46.8812154;7.0411773;A
47.056292;7.041358;A
46.8153875;7.0413632;A
46.880288301956;7.0414566947832;A
46.8815849;7.0417264;A
46.7975508;7.041744;A
46.8806627;7.0419034;A
46.880688900539;7.0420744986725;A
46.880878644918;7.0420952533902;B
46.878107491426;7.0421281428528;A
46.880908901254;7.0421925158691;A
46.5618515;7.0422194;A
46.877998371372;7.0423608415329;A
47.126084875279;7.0424533543701;A
46.8801091;7.0424732;B
46.8802268961;7.04249292328;B
46.881055567896;7.0425358386231;A
46.8810587;7.0425712;A
46.48587324308;7.0426845450439;A
46.880603704598;7.0426976680756;A
46.8806009;7.0427075;A
46.8806009;7.0427075;B
46.8806009;7.0427075;A
46.8806009;7.0427075;A
46.30084;7.0428401;A
46.30084;7.0428401;A
46.30084;7.0428401;A
47.3670926;7.0428908;A
46.1311752;7.0429419;A
46.4865249;7.0430329;B
46.131029173307;7.0430983293915;B
46.881109705697;7.0431804656982;A
46.881109705697;7.0431804656982;A
46.881109705697;7.0431804656982;A
46.881080372431;7.0431804656982;A
46.486796630492;7.0431888003387;A
46.486744921211;7.0431995291748;A
46.8811097;7.0432019;B
46.8811097;7.0432019;B
46.1309606;7.0432071;A
46.881187567531;7.0432117552948;A
46.1309451;7.0432281;A
46.880673723089;7.0432551583064;A
47.287851297594;7.0433630510872;A
45.9995954;7.043674;A
46.1861911;7.0437554;A
46.001051366317;7.0437810618519;A
46.487847426298;7.0438969035187;A
46.488207536183;7.044143666748;A
46.88193464813;7.044277355386;A
46.392853095108;7.0442780444275;A
47.12907866476;7.0443025156657;A
46.487587037665;7.0448946852722;A
46.1301294;7.0449191;A
46.488136579069;7.0449763032074;B
46.488137361111;7.0449912447967;A
46.488133667683;7.0450019736328;A
46.6178943;7.0450511;B
46.6150778;7.0450589;A
46.8769124;7.0454632999999;A
46.886423291125;7.0455613703918;A
47.2406119;7.0456081;B
46.390167989582;7.0456591851807;A
46.128663239594;7.04571616539;B
47.2407293;7.0460444;A
46.3877164;7.0461399;A
46.88332884958;7.0461407275391;A
46.3915;7.04626;A
46.6141451;7.0463449;A
47.2385175;7.0463746;A
46.929985965707;7.0466136932373;A
46.3018269;7.0466618;A
46.881761851591;7.0467798626229;A
47.1283842512;7.04688436366;B
46.886607576665;7.047091126442;A
46.0983141;7.0471578;A
47.127030186286;7.0475388226623;A
46.0988684;7.0477456;A
46.0988684;7.0477456;A
46.5863535;7.047848;A
46.3945812;7.0479573;A
46.0881795;7.0481043;B
46.879973556686;7.0485135066909;A
47.2383359;7.0486307;A
47.2383359;7.0486307;A
46.887122686755;7.0486950874329;A
46.88027370131;7.0487594604492;A
46.8802711;7.0487634999999;A
46.8802711;7.0487634999999;A
46.880894234567;7.0489731402588;A
46.904776423412;7.0491027832031;A
47.194085;7.0493357;A
46.879923125061;7.0495575851276;A
46.733335;7.0500039999999;A
46.466025291593;7.0501392076904;A
46.494675195017;7.0506434440414;A
46.6227167;7.0507349;A
46.0780968;7.0510115;A
46.1197317;7.0510366;A
46.5867105;7.0510722;B
46.494788816884;7.051165689949;A
46.2627366;7.051176;A
46.0773137;7.0516457;A
47.2076846;7.0518235;A
46.49645296748;7.0519809522705;A
46.496472876031;7.0521124581665;A
46.496482510373;7.0521526136475;A
46.36063;7.05226;B
46.36063;7.05226;A
46.36063;7.05226;A
46.3606597;7.0522683;A
46.5077881;7.0523476;A
46.4234225;7.0523643;A
46.4234225;7.0523643;A
46.613742269361;7.0526938254575;B
46.3614039;7.052787;A
46.3614039;7.052787;A
46.3022327;7.0528399;A
46.707764310914;7.0531046390533;A
46.361118671847;7.0532041375732;A
46.361044630939;7.0532899682617;A
47.1732938;7.0534316;A
46.360955781717;7.053526002655;A
47.282987112827;7.0535926499856;A
46.7083082;7.0535950999999;A
46.5126075;7.0535968;A
46.5126075;7.0535968;A
46.5126075;7.0535968;A
46.5126075;7.0535968;A
46.5126075;7.0535968;A
46.8920241;7.0538415;B
46.8920241;7.0538415;B
46.8920241;7.0538415;B
46.6156309;7.0538736;A
46.61778;7.054021;A
46.616115;7.0544031;A
46.8905352;7.054479;A
46.5933608;7.054503;B
46.8907875;7.0545822;B
46.8907875;7.0545822;A
46.8907875;7.0545822;B
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;B
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;B
46.8907875;7.0545822;B
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;B
46.8907875;7.0545822;B
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.8907875;7.0545822;A
46.890485391271;7.0547452540588;A
46.2984285;7.0550134;A
46.2984285;7.0550134;A
46.2984285;7.0550134;A
46.2984285;7.0550134;A
46.2984285;7.0550134;A
46.2984285;7.0550134;B
46.2984285;7.0550134;A
46.2984285;7.0550134;A
46.2984285;7.0550134;A
46.2984285;7.0550134;A
46.2984285;7.0550134;A
46.2984285;7.0550134;A
46.2984285;7.0550134;A
46.2984285;7.0550134;A
46.2984285;7.0550134;A
46.2984285;7.0550134;A
46.2984285;7.0550134;A
46.2984285;7.0550134;A
46.6181899;7.0550349;A
46.6181899;7.0550349;A
46.6181899;7.0550349;A
46.618189;7.055037;A
46.618189;7.055037;A
46.618189;7.055037;A
46.298539;7.0552724;A
46.298539;7.0552724;A
46.298539;7.0552724;A
46.298539;7.0552724;A
46.298539;7.0552724;A
46.6177229;7.0552732;A
46.5872982;7.0552825;A
46.618021807595;7.0553131343934;A
46.354824836466;7.0553499047852;A
46.618008657793;7.0554214370484;A
46.6176577;7.0554285;A
46.6179888;7.0554631;B
46.354410158329;7.05550010849;A
46.2925183;7.0555242;A
46.297;7.05553;B
46.6176685;7.0555495;A
46.017096237203;7.0555535345459;A
46.3010257;7.0556992;A
46.6166348;7.0557787;A
46.2955649;7.0559169000001;A
46.5184578;7.0559625999999;A
46.5184578;7.0559626;A
46.1003273;7.0560629;A
46.516882310073;7.0560657978058;A
46.2970325;7.0560815;A
46.295982294994;7.056086283606;A
46.295930404613;7.0561077412781;A
46.5184471;7.0561767;A
46.6175531;7.0563369;A
46.6175531;7.0563369;A
46.6175531;7.0563369;B
46.2983871;7.0563561;A
46.299515667072;7.0563676176021;A
46.6178135;7.0563705;A
46.517776;7.056384;A
46.6177941;7.0563985;B
46.6158905;7.0564759;A
46.6158905;7.0564759;A
45.9987852;7.056479;A
46.614843505385;7.0565786653323;A
46.6156001;7.0567228;A
46.615602;7.0567239;A
46.615604;7.0567251;A
46.6174925;7.0567257;A
46.2981097583;7.05680511562;B
46.617102272798;7.0568600954264;B
46.298043044646;7.0569231328186;A
46.6174663;7.0569478;A
46.6174663;7.0569478;B
46.6168727;7.0569781;A
46.61797;7.057009;A
46.6179703;7.0570095000001;A
46.6169788;7.0570146;A
46.8764031;7.0570333;B
46.6180694;7.057048;A
46.6180694;7.057048;A
46.6180694;7.057048;A
46.6180694;7.057048;A
46.6174713;7.05708;A
46.974862511413;7.0570975564423;A
46.6158981;7.0571459;A
46.6179886;7.0571771;A
46.6179886;7.0571771;A
46.6179886;7.0571771;A
46.6179886;7.0571771;A
46.6179886;7.0571771;B
46.6179886;7.0571771;A
46.6153228;7.0571785;A
46.6172832;7.0571913;A
46.29703;7.05722;A
46.6166381;7.0572244;A
46.6177604;7.0572264;A
46.617789503862;7.0572350717456;A
46.616976;7.0572399;A
46.6162798;7.0572903;A
46.6168882;7.0573314;B
46.6168882;7.0573314;A
46.6171102;7.0573378;A
46.61676;7.0574079;A
46.6174049;7.0574182;B
46.6174049;7.0574182;A
46.6174049;7.0574182;A
46.6174049;7.0574182;A
46.6174049;7.0574182;A
46.6174049;7.0574182;A
46.6180796;7.0574265;A
46.6180796;7.0574265;A
46.6180796;7.0574265;A
46.6180796;7.0574265;A
46.617575543377;7.057482909521;A
46.6163664;7.0574974;A
46.6163664;7.0574974;A
46.6163664;7.0574974;A
46.888107;7.0575115;A
46.6191834;7.0576025;B
46.6201494;7.0576469;B
46.6182399;7.0576802;A
46.6182399;7.0576802;A
46.6182399;7.0576802;A
46.8759924;7.0577074;A
46.8759924;7.0577074;A
46.6154512;7.0577267999999;A
46.6154512;7.0577267999999;A
46.6154512;7.0577267999999;A
46.6154512;7.0577267999999;A
46.6154512;7.0577267999999;A
46.6154512;7.0577267999999;A
46.6154512;7.0577267999999;A
46.6154512;7.0577268;A
46.6154512;7.0577268;A
46.6154512;7.0577268;A
46.6154512;7.0577268;A
46.6154512;7.0577268;A
46.6151301;7.0577346;A
46.6151301;7.0577346;B
46.6151301;7.0577346;A
46.6179203;7.0577384;A
46.6179203;7.0577384;A
46.6179203;7.0577384;A
46.8758971;7.0577936;A
46.8758971;7.0577936;A
46.887694618142;7.0579326152802;A
46.6196466;7.0579507;A
46.6196466;7.0579507;A
46.619802395727;7.0579887380982;A
46.887385320458;7.0580090621336;A
46.6199938;7.0581063;A
46.6184854;7.0582948;A
46.6184865;7.0582952;A
46.6184882;7.0582959;A
46.6163374;7.0583135;A
46.6149754;7.0583157;A
46.1256039;7.0583561;B
46.6147606;7.0584139;A
46.086743;7.0584338;A
46.086743;7.0584338;A
46.6198554;7.0584976;A
46.6177325;7.0585386;A
46.6177325;7.0585386;A
46.6179125;7.0585635;A
46.6179125;7.0585635;A
46.6179125;7.0585635;B
46.6186232;7.0585846;A
46.6166892;7.0585982;A
